"","species","fValues","eqCatch","maxcatch","fmsy","catch90","fmsy90l","fmsy90r","NatM"
"376","yellow-age",0.1096,13.6634,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"377","yellow-age",0.11555,11.4501,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"378","yellow-age",0.1215,9.5738,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"379","yellow-age",0.12745,7.99131,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"380","yellow-age",0.1334,6.66214,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"381","yellow-age",0.13935,5.54946,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"382","yellow-age",0.1453,4.62046,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"383","yellow-age",0.15125,3.8464,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"384","yellow-age",0.1572,3.2024,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"385","yellow-age",0.16315,2.66717,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"386","yellow-age",0.1691,2.22264,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"387","yellow-age",0.17505,1.85355,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"388","yellow-age",0.181,1.54712,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"389","yellow-age",0.18695,1.29265,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"390","yellow-age",0.1929,1.08125,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"391","yellow-age",0.19885,0.905517,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"392","yellow-age",0.2048,0.759322,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"393","yellow-age",0.21075,0.637592,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"394","yellow-age",0.2167,0.536129,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"395","yellow-age",0.22265,0.451466,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"396","yellow-age",0.2286,0.380736,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"397","yellow-age",0.23455,0.321571,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"398","yellow-age",0.2405,0.272016,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"399","yellow-age",0.24645,0.230452,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"400","yellow-age",0.2524,0.195541,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"401","yellow-age",0.25835,0.166177,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"402","yellow-age",0.2643,0.141442,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"403","yellow-age",0.27025,0.120576,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"404","yellow-age",0.2762,0.102946,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"405","yellow-age",0.28215,0.0880291,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"406","yellow-age",0.2881,0.0753882,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"407","yellow-age",0.29405,0.0646598,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
"408","yellow-age",0.3,0.0555411,71.5643,0.0263,64.40787,0.02035,0.0382,0.05
